Altitude	Mach	PSFC	SHP	Throttle
20689.65517	0.5	0.214299589	1692.78927	1
21724.13793	0.5	0.213236104	1656.623889	1
22758.62069	0.5	0.212082519	1621.637489	1
23793.10345	0.5	0.211027535	1586.374858	1
24827.58621	0.5	0.209985237	1551.506106	1
25862.06897	0.5	0.209089281	1516.063817	1
26896.55172	0.5	0.208023796	1482.352768	1
27931.03448	0.5	0.207037154	1448.566957	1
28965.51724	0.5	0.206185643	1414.347843	1
30000	0.5	0.205167501	1381.776901	1
0	0.52	0.287311862	2080.229158	1
1034.482759	0.52	0.280747091	2080.229158	1
2068.965517	0.52	0.274290277	2080.229158	1
3103.448276	0.52	0.267940396	2080.229158	1
4137.931034	0.52	0.261696425	2080.229158	1
5172.413793	0.52	0.255557341	2080.229158	1
6206.896552	0.52	0.249522118	2080.229158	1
7241.37931	0.52	0.243589733	2080.229158	1
8275.862069	0.52	0.23775916	2080.229158	1
9310.344828	0.52	0.232029376	2080.229158	1
10344.82759	0.52	0.226399356	2080.229158	1
11379.31034	0.52	0.223597923	2054.832196	1
12413.7931	0.52	0.222407945	2015.005148	1
13448.27586	0.52	0.22112344	1976.503446	1
14482.75862	0.52	0.219948369	1937.492653	1
15517.24138	0.52	0.218787803	1898.836887	1
16551.72414	0.52	0.217641425	1860.54253	1
17586.2069	0.52	0.216508801	1822.616695	1
18620.68966	0.52	0.215498646	1784.162125	1
19655.17241	0.52	0.214420061	1746.781114	1
20689.65517	0.52	0.213361141	1709.73784	1
21724.13793	0.52	0.212323154	1673.027741	1
22758.62069	0.52	0.211180251	1637.632018	1
23793.10345	0.52	0.210146291	1601.877224	1
24827.58621	0.52	0.209234809	1565.70261	1
25862.06897	0.52	0.208267819	1530.463209	1
26896.55172	0.52	0.207210135	1496.387804	1
27931.03448	0.52	0.206337502	1461.483514	1
28965.51724	0.52	0.205432012	1427.336341	1
30000	0.52	0.204413956	1394.473319	1
0	0.55	0.289912322	2080.229158	1
1034.482759	0.55	0.283285115	2080.229158	1
2068.965517	0.55	0.276766895	2080.229158	1
3103.448276	0.55	0.270356632	2080.229158	1
4137.931034	0.55	0.264053295	2080.229158	1
5172.413793	0.55	0.257855853	2080.229158	1
6206.896552	0.55	0.251763274	2080.229158	1
7241.37931	0.55	0.245774526	2080.229158	1
8275.862069	0.55	0.239888577	2080.229158	1
9310.344828	0.55	0.234104395	2080.229158	1
10344.82759	0.55	0.228420946	2080.229158	1
11379.31034	0.55	0.2228372	2080.229158	1
12413.7931	0.55	0.22053543	2050.202204	1
13448.27586	0.55	0.219385918	2009.860643	1
14482.75862	0.55	0.218250292	1969.889642	1
15517.24138	0.55	0.217128272	1930.295307	1
16551.72414	0.55	0.216019476	1891.084419	1
17586.2069	0.55	0.2150262	1851.379024	1
18620.68966	0.55	0.21396842	1812.750424	1
19655.17241	0.55	0.212929273	1774.476418	1
20689.65517	0.55	0.211909897	1736.552959	1
21724.13793	0.55	0.210795107	1699.914089	1
22758.62069	0.55	0.209781337	1662.961531	1
23793.10345	0.55	0.208878304	1625.658564	1
24827.58621	0.55	0.207926108	1589.271274	1
25862.06897	0.55	0.206896492	1553.98838	1
26896.55172	0.55	0.205946844	1518.614965	1
27931.03448	0.55	0.205133472	1482.773808	1
28965.51724	0.55	0.204148998	1448.698694	1
30000	0.55	0.203365843	1413.725199	1
0	0.58	0.292669677	2080.229158	1
1034.482759	0.58	0.285976303	2080.229158	1
2068.965517	0.58	0.279393005	2080.229158	1
3103.448276	0.58	0.272918745	2080.229158	1
4137.931034	0.58	0.266552487	2080.229158	1
5172.413793	0.58	0.26029319	2080.229158	1
6206.896552	0.58	0.254139815	2080.229158	1
7241.37931	0.58	0.248091323	2080.229158	1
8275.862069	0.58	0.242146672	2080.229158	1
9310.344828	0.58	0.236304823	2080.229158	1
10344.82759	0.58	0.230564735	2080.229158	1
11379.31034	0.58	0.224925367	2080.229158	1
12413.7931	0.58	0.219385679	2080.229158	1
